omega,tau,n,m,c_ratio,q,seed,s_true_centered,s_true_mod_q,e_true,w_babai,s_hat_babai,babai_secret_success,elapsed_sec
0.5,0.25,11,21,1.85,17,16,"[0, 0, 0, -1, -1, 0, 1, 0, 1, 1, -1]","[0, 0, 0, 16, 16, 0, 1, 0, 1, 1, 16]","[1, -1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0]","[-9, -5, 0, -7, -3, -8, -8, -2, 3, -8, -7, -5, 7, 3, -7, 1, -4, 3, -2, 7, 0]","[0, 0, 0, 16, 16, 0, 1, 0, 1, 1, 16]",True,0.41577601432800293
0.5,0.25,11,21,1.85,17,17,"[1, 0, 1, -1, -1, 0, 0, -1, 0, 0, 1]","[1, 0, 1, 16, 16, 0, 0, 16, 0, 0, 1]","[0, 0, 0, -1, 0, 0, 0, -1, -1, 1, 0, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0]","[5, -3, -7, -7, 6, -3, 1, -5, -4, 4, 0, 6, -3, 5, -8, -5, 7, 5, -3, -5, 6]","[1, 0, 1, 16, 16, 0, 0, 16, 0, 0, 1]",True,0.3937358856201172
0.5,0.25,11,21,1.85,17,18,"[0, -1, 1, 0, 0, 1, 0, 0, -1, -1, 1]","[0, 16, 1, 0, 0, 1, 0, 0, 16, 16, 1]","[0, 0, -1, -1, -1, 0, 1, 0, 0, 0, 1, 0, 0, -1, 0, 0, 0, 1, 0, 0, 0]","[-3, 4, -1, 9, 3, -3, -1, -2, 8, -1, -9, -2, 5, -4, 6, -8, -5, 0, -5, -6, -6]","[0, 16, 1, 0, 0, 1, 0, 0, 16, 16, 1]",True,0.42441487312316895
0.5,0.25,11,21,1.85,17,19,"[-1, 1, 1, 0, 1, -1, -1, 0, 0, 0, 0]","[16, 1, 1, 0, 1, 16, 16, 0, 0, 0, 0]","[0, 0, 0, -1, 0, 0, 0, 0, 1, 0, 0, -1, 0, 0, 0, 0, 0, 1, -1, 0, 0]","[8, 7, 7, 1, -7, 7, 4, 6, -7, 2, 6, 1, -1, -5, -4, -1, -8, 6, 5, 6, -4]","[16, 1, 1, 0, 1, 16, 16, 0, 0, 0, 0]",True,0.40613508224487305
0.5,0.25,11,21,1.85,17,20,"[0, 0, 1, -1, -1, 0, 0, 0, -1, 1, 1]","[0, 0, 1, 16, 16, 0, 0, 0, 16, 1, 1]","[0, 0, 0, 0, 1, -1, 0, 0, 0, 1, 1, 0, -1, 0, 0, 0, 1, 0, 1, 0, 0]","[6, 3, -3, 6, -1, -4, 1, -6, -1, 6, -8, 2, 8, -6, 0, -4, 4, 2, -8, 2, 0]","[0, 0, 1, 16, 16, 0, 0, 0, 16, 1, 1]",True,0.41622400283813477
0.5,0.25,11,21,1.85,17,21,"[-1, 0, 0, -1, 1, 1, 0, 0, 1, -1, 0]","[16, 0, 0, 16, 1, 1, 0, 0, 1, 16, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 1, -1, 0, 1, 0, 0, 0, -1, 0, 0, 0, 0, -1]","[0, -7, 3, 0, 6, -4, -4, 9, 5, -5, 6, 5, -1, 3, 5, -4, -7, -8, -3, -3, 8]","[8, 3, 16, 6, 13, 16, 3, 0, 12, 13, 11]",False,0.3410181999206543
0.5,0.25,11,21,1.85,17,22,"[0, -1, 1, 1, 1, -1, -1, 0, 0, 0, 0]","[0, 16, 1, 1, 1, 16, 16, 0, 0, 0, 0]","[0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0]","[2, -6, 1, -2, 9, -8, 1, 2, -7, 0, -4, 7, 8, 6, 4, 0, -6, -5, 4, 5, -7]","[0, 16, 1, 1, 1, 16, 16, 0, 0, 0, 0]",True,0.4361100196838379
0.5,0.25,11,21,1.85,17,23,"[-1, 0, 1, 0, 0, -1, 1, 0, -1, 0, 1]","[16, 0, 1, 0, 0, 16, 1, 0, 16, 0, 1]","[1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, 0, 0, 0]","[7, -1, -7, 8, -3, -2, 6, 2, -6, 2, 4, -8, 5, 4, 3, -1, 9, -1, -1, 2, -3]","[16, 0, 1, 0, 0, 16, 1, 0, 16, 0, 1]",True,0.4422032833099365
0.5,0.25,11,21,1.85,17,24,"[1, -1, 0, -1, 0, 1, -1, 1, 0, 0, 0]","[1, 16, 0, 16, 0, 1, 16, 1, 0, 0, 0]","[0, 0, 0, 0, 0, -1, 0, 0, 0, -1, 1, 0, 0, -1, 0, 0, -1, 0, 0, 1, 0]","[-7, 1, -8, 0, 2, 4, 5, -3, -4, 2, 7, 6, 1, -5, 6, 8, 0, 6, -3, 0, 2]","[1, 16, 0, 16, 0, 1, 16, 1, 0, 0, 0]",True,0.3940622806549072
0.5,0.25,11,21,1.85,17,25,"[0, 1, 0, -1, -1, 0, 0, 1, 0, -1, 1]","[0, 1, 0, 16, 16, 0, 0, 1, 0, 16, 1]","[0, 0, 1, 0, 0, -1, 1, 0, 1, 0, -1, 0, 0, 0, 0, -1, 0, 0, -1, 1, 0]","[-3, -2, 8, -2, -4, -4, -1, 1, 5, 7, 6, 2, -3, 8, 3, -5, 7, 3, 8, 2, 3]","[7, 4, 14, 5, 9, 1, 16, 2, 8, 13, 13]",False,0.34773778915405273
0.5,0.25,11,21,1.85,17,26,"[0, 0, 1, 0, 0, 0, -1, 1, 1, -1, -1]","[0, 0, 1, 0, 0, 0, 16, 1, 1, 16, 16]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, -1, 0, 0, 0]","[6, -2, 5, 6, -1, 8, -5, -7, 7, 0, -3, -7, -3, 6, 0, 7, 7, 7, 0, -4, 3]","[0, 0, 1, 0, 0, 0, 16, 1, 1, 16, 16]",True,0.3808748722076416
0.5,0.25,11,21,1.85,17,27,"[0, -1, 0, -1, 1, 0, 1, 0, -1, 0, 1]","[0, 16, 0, 16, 1, 0, 1, 0, 16, 0, 1]","[1, -1, 1, 0, 0, -1, 0, -1, 0, 0, 0, -1, 0, 0, 1, 0, 1, 1, 0, 0, 0]","[6, 4, 4, 4, -6, -7, 7, 9, -5, -7, -8, -7, 4, -8, 4, -6, 1, 4, 5, 3, -7]","[0, 16, 0, 16, 1, 0, 1, 0, 16, 0, 1]",True,0.3704249858856201
0.5,0.25,11,21,1.85,17,28,"[0, 0, 0, -1, -1, 1, 1, -1, 0, 0, 1]","[0, 0, 0, 16, 16, 1, 1, 16, 0, 0, 1]","[0, -1, 0, -1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, -1, 1, 0, 0]","[-6, 2, -2, -4, -7, -4, 3, -6, 5, 4, 7, 5, -4, 4, 5, -7, 2, -2, -2, 6, 5]","[0, 0, 0, 16, 16, 1, 1, 16, 0, 0, 1]",True,0.42617106437683105
0.5,0.25,11,21,1.85,17,29,"[1, 0, -1, 0, -1, 1, -1, 0, 0, 1, 0]","[1, 0, 16, 0, 16, 1, 16, 0, 0, 1, 0]","[0, 0, 0, -1, 0, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[1, 0, 5, 4, 6, -5, -5, -2, 3, 7, -4, 3, -2, -8, -6, -3, 3, 6, -6, 3, 0]","[1, 0, 16, 0, 16, 1, 16, 0, 0, 1, 0]",True,0.4441869258880615
0.5,0.25,11,21,1.85,17,30,"[1, 0, 0, -1, 1, 0, 0, -1, 1, 0, -1]","[1, 0, 0, 16, 1, 0, 0, 16, 1, 0, 16]","[1, 0, -1, 1, 1, -1, 0, 0, -1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0]","[-9, -4, 3, -3, 5, -1, 8, -5, 2, 1, -7, -4, 0, -4, 4, -2, -3, 6, 1, 1, 2]","[1, 0, 0, 16, 1, 0, 0, 16, 1, 0, 16]",True,0.4431591033935547
0.5,0.25,11,21,1.85,17,31,"[-1, 0, 0, 0, -1, 1, 0, -1, 1, 1, 0]","[16, 0, 0, 0, 16, 1, 0, 16, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, -1, 1, 1, 0, 0, 0]","[2, -5, -6, 4, -1, 4, 2, -7, 2, 8, -8, 2, -7, 5, 5, -3, -8, 0, -2, 1, -8]","[16, 0, 0, 0, 16, 1, 0, 16, 1, 1, 0]",True,0.4389808177947998
0.5,0.25,11,21,1.85,17,32,"[1, -1, 0, 0, 0, 1, 0, 1, 0, -1, -1]","[1, 16, 0, 0, 0, 1, 0, 1, 0, 16, 16]","[0, -1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, -1, -1, 0, 0, 0, 0]","[6, -5, 7, -6, -2, -8, -5, 3, -5, 1, 5, -6, 5, 3, 2, 3, 5, -8, -7, 3, 1]","[1, 16, 0, 0, 0, 1, 0, 1, 0, 16, 16]",True,0.45291900634765625
0.5,0.25,11,21,1.85,17,33,"[-1, 1, 0, 1, 0, -1, 1, 0, 0, -1, 0]","[16, 1, 0, 1, 0, 16, 1, 0, 0, 16, 0]","[1, 0, 0, -1, 0, 0, 0, 1, 0, 0, 1, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0]","[-1, -4, -6, -3, 3, -2, -3, -9, 6, 1, -1, 6, 6, 5, -4, -5, 0, -8, 4, 0, 4]","[16, 1, 0, 1, 0, 16, 1, 0, 0, 16, 0]",True,0.3050839900970459
0.5,0.25,11,21,1.85,17,34,"[-1, 1, -1, 0, 0, 0, 1, 0, 0, 1, -1]","[16, 1, 16, 0, 0, 0, 1, 0, 0, 1, 16]","[0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0]","[1, 3, -7, 2, 6, 6, 5, 3, -8, -6, 5, 2, 6, 0, 8, 3, 2, 7, -6, -5, 7]","[16, 1, 16, 0, 0, 0, 1, 0, 0, 1, 16]",True,0.44990110397338867
0.5,0.25,11,21,1.85,17,35,"[0, 1, 0, 1, -1, 0, 1, -1, 0, -1, 0]","[0, 1, 0, 1, 16, 0, 1, 16, 0, 16, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, -1, 0, -1, 0, 1, 1, 0]","[1, 5, 0, -1, 0, 2, -3, 1, 1, -1, -7, 1, 0, -5, -3, 3, -6, 0, 4, 6, -1]","[0, 1, 0, 1, 16, 0, 1, 16, 0, 16, 0]",True,0.3569827079772949
0.5,0.25,11,21,1.85,17,36,"[0, -1, 1, 1, 0, 0, 0, 0, 1, -1, -1]","[0, 16, 1, 1, 0, 0, 0, 0, 1, 16, 16]","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, -1, 1, 0, 0, 0, 0, -1, 0, 0]","[7, 3, 1, -7, 2, -1, -9, 8, -7, 0, -8, 4, -3, -8, 3, 5, 7, 0, 8, 5, -4]","[0, 16, 1, 1, 0, 0, 0, 0, 1, 16, 16]",True,0.4981660842895508
0.5,0.25,11,21,1.85,17,37,"[-1, -1, 0, 1, -1, 0, 1, 0, 0, 0, 1]","[16, 16, 0, 1, 16, 0, 1, 0, 0, 0, 1]","[1, 0, -1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, -1, 0, 0, 1, 0]","[3, -4, -5, -2, 8, -8, -3, -2, 3, -5, -6, 1, 5, 9, -9, 1, -3, -8, -3, 3, -6]","[8, 3, 15, 1, 8, 4, 8, 10, 10, 7, 1]",False,0.4721248149871826
0.5,0.25,11,21,1.85,17,38,"[0, 1, 1, 0, 1, -1, 0, -1, 0, 0, -1]","[0, 1, 1, 0, 1, 16, 0, 16, 0, 0, 16]","[0, 0, 0, 0, 1, 0, 0, -1, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 0, 0]","[-5, 3, 6, 5, 0, 7, 1, 6, 4, 8, -7, 2, 4, -1, 8, 7, 4, -1, 0, 0, -8]","[0, 1, 1, 0, 1, 16, 0, 16, 0, 0, 16]",True,0.4024481773376465
0.5,0.25,11,21,1.85,17,39,"[0, 1, 1, -1, -1, -1, 0, 0, 0, 1, 0]","[0, 1, 1, 16, 16, 16, 0, 0, 0, 1, 0]","[0, -1, 1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0]","[-4, -4, -8, 8, -5, 9, 0, -2, 2, 8, 1, 6, -3, -7, -5, 1, -8, 0, 1, 7, -7]","[0, 1, 1, 16, 16, 16, 0, 0, 0, 1, 0]",True,0.47350597381591797
0.5,0.25,11,21,1.85,17,40,"[-1, -1, 1, 0, 0, 0, 0, 1, 1, 0, -1]","[16, 16, 1, 0, 0, 0, 0, 1, 1, 0, 16]","[0, 0, 0, -1, 0, 0, 0, 0, 1, 0, 1, 0, -1, 0, 1, 1, 0, 1, 1, 0, 1]","[3, 4, -8, -1, -1, 6, -3, 3, 0, -3, -5, 2, 3, -7, 6, -9, 0, 1, -3, -6, 1]","[5, 10, 7, 10, 0, 9, 7, 12, 5, 15, 1]",False,0.3302757740020752
0.5,0.25,11,21,1.85,17,41,"[0, 0, -1, 1, -1, 0, 0, 0, 1, -1, 1]","[0, 0, 16, 1, 16, 0, 0, 0, 1, 16, 1]","[1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-3, 2, 1, -2, -3, 7, -4, 0, 6, -4, 1, 4, -3, -3, -4, 1, -7, 4, -5, 6, -2]","[0, 0, 16, 1, 16, 0, 0, 0, 1, 16, 1]",True,0.4255712032318115
0.5,0.25,11,21,1.85,17,42,"[1, 0, 0, 0, 1, 1, -1, -1, 0, 0, -1]","[1, 0, 0, 0, 1, 1, 16, 16, 0, 0, 16]","[0, 0, 0, -1, 0, 0, 1, 0, 0, 0, -1, 1, 0, 0, -1, 0, 0, 1, 0, 0, 0]","[2, -2, 5, 9, 2, 3, 0, 0, 4, -5, -5, 7, -5, 4, -6, -7, 8, 2, -8, -5, 7]","[1, 0, 0, 0, 1, 1, 16, 16, 0, 0, 16]",True,0.38329005241394043
0.5,0.25,11,21,1.85,17,43,"[0, 0, 0, -1, -1, 1, 1, 1, 0, -1, 0]","[0, 0, 0, 16, 16, 1, 1, 1, 0, 16, 0]","[0, 0, 1, 0, 0, 1, 1, 0, 0, 0, -1, 0, -1, 0, 0, 0, 0, 0, -1, 0, 1]","[0, -8, -8, -6, 0, -3, 5, -3, -2, -3, 0, 2, 2, -1, 4, 7, -3, 0, -6, -5, 7]","[0, 0, 0, 16, 16, 1, 1, 1, 0, 16, 0]",True,0.4144308567047119
0.5,0.25,11,21,1.85,17,44,"[0, 0, 0, 1, 0, 1, -1, -1, -1, 1, 0]","[0, 0, 0, 1, 0, 1, 16, 16, 16, 1, 0]","[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0]","[3, -2, 3, -4, 6, -6, 2, 5, 0, 1, 4, -7, -4, 6, -6, 2, -4, 4, -6, -3, -7]","[0, 0, 0, 1, 0, 1, 16, 16, 16, 1, 0]",True,0.3352210521697998
0.5,0.25,11,21,1.85,17,45,"[0, 1, 1, 1, -1, 0, -1, 0, -1, 0, 0]","[0, 1, 1, 1, 16, 0, 16, 0, 16, 0, 0]","[0, 1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]","[-1, -9, -4, 6, 2, -4, -2, 2, -5, 2, 3, 4, -3, 7, -7, 5, 1, -4, -3, -6, 0]","[0, 1, 1, 1, 16, 0, 16, 0, 16, 0, 0]",True,0.37189817428588867
0.5,0.25,11,21,1.85,17,46,"[-1, 1, 0, 0, -1, 0, 1, 0, 1, 0, -1]","[16, 1, 0, 0, 16, 0, 1, 0, 1, 0, 16]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1]","[8, 5, 2, 3, 3, -2, -7, -5, 2, 0, -1, 6, 8, -2, 0, -1, 7, -2, -4, 4, -8]","[16, 1, 0, 0, 16, 0, 1, 0, 1, 0, 16]",True,0.4254138469696045
0.5,0.25,11,21,1.85,17,47,"[0, 1, 0, 0, -1, -1, 0, 1, 1, 0, -1]","[0, 1, 0, 0, 16, 16, 0, 1, 1, 0, 16]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-6, -4, -4, -6, 0, -1, -5, 3, -4, 4, 0, 6, -2, -6, -7, 5, -2, 3, 0, -6, -3]","[0, 1, 0, 0, 16, 16, 0, 1, 1, 0, 16]",True,0.3623039722442627
0.5,0.25,11,21,1.85,17,48,"[0, 1, 1, -1, -1, 0, 0, 1, -1, 0, 0]","[0, 1, 1, 16, 16, 0, 0, 1, 16, 0, 0]","[0, 0, 0, 0, 0, 1, -1, 0, 0, 0, 0, 0, 0, -1, 0, 1, 0, 0, 0, 0, -1]","[6, 3, 8, -5, 3, 6, -7, -6, -8, -1, -5, 10, 6, 1, -5, -1, 7, 6, -5, 0, 5]","[9, 9, 11, 2, 16, 6, 7, 6, 3, 7, 14]",False,0.38460326194763184
0.5,0.25,11,21,1.85,17,49,"[1, 0, 0, 1, 0, -1, 0, 1, -1, 0, -1]","[1, 0, 0, 1, 0, 16, 0, 1, 16, 0, 16]","[-1, 0, 1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, -1]","[6, 8, -9, 0, 2, 2, 1, -1, 1, 7, 5, -8, 1, -4, 7, -3, 3, -1, -3, -9, -3]","[1, 0, 0, 1, 0, 16, 0, 1, 16, 0, 16]",True,0.37049102783203125
0.5,0.25,11,21,1.85,17,50,"[1, -1, 0, -1, 0, 0, 0, 1, 0, -1, 1]","[1, 16, 0, 16, 0, 0, 0, 1, 0, 16, 1]","[0, -1, 0, -1, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, -1, 0, -1, 0, 0, 0]","[2, -1, -7, 9, 3, 6, 5, 9, 6, -5, -4, 5, 2, 5, -2, -5, -6, 6, -3, -2, -5]","[1, 16, 0, 16, 0, 0, 0, 1, 0, 16, 1]",True,0.4135773181915283
0.5,0.25,11,21,1.85,17,51,"[-1, 0, 0, 1, -1, 0, 1, 1, 0, -1, 0]","[16, 0, 0, 1, 16, 0, 1, 1, 0, 16, 0]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, -1, 0, 0, 0, 0, 1, -1, 0, 0, 0, 0]","[6, -2, -1, 4, 8, 7, 8, 5, -2, 8, 8, -3, 5, -7, 2, -4, 0, 8, -8, 1, 6]","[16, 0, 0, 1, 16, 0, 1, 1, 0, 16, 0]",True,0.3711569309234619
0.5,0.25,11,21,1.85,17,52,"[1, 0, -1, 0, -1, 1, 0, -1, 0, 0, 1]","[1, 0, 16, 0, 16, 1, 0, 16, 0, 0, 1]","[0, 0, 0, 0, -1, 0, 0, 0, -1, 0, -1, 0, -1, 0, 0, 0, 0, 1, -1, 0, 0]","[0, -3, 3, 8, 9, 0, -6, -3, -7, 7, -6, 2, -7, 6, 6, -3, -5, -2, 6, 2, 2]","[1, 0, 16, 0, 16, 1, 0, 16, 0, 0, 1]",True,0.42986607551574707
0.5,0.25,11,21,1.85,17,53,"[0, 0, 0, -1, -1, 0, 0, 1, -1, 1, 1]","[0, 0, 0, 16, 16, 0, 0, 1, 16, 1, 1]","[0, -1, 0, 0, 0, 1, 0, 0, 0, 0, -1, 0, 0, 0, 0, 1, 0, 0, -1, 0, 0]","[4, 1, -1, -4, 4, -5, 6, 1, -2, 4, 3, -6, 5, 4, -3, -9, -6, -7, 6, 4, 0]","[0, 0, 0, 16, 16, 0, 0, 1, 16, 1, 1]",True,0.3888988494873047
0.5,0.25,11,21,1.85,17,54,"[0, -1, -1, 0, 0, 0, 1, -1, 1, 1, 0]","[0, 16, 16, 0, 0, 0, 1, 16, 1, 1, 0]","[1, 1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[-7, -1, 6, -8, 3, 4, -6, -8, 1, 0, 5, 5, -7, -2, 3, -3, 0, -7, 7, -6, -6]","[0, 16, 16, 0, 0, 0, 1, 16, 1, 1, 0]",True,0.3886148929595947
0.5,0.25,11,21,1.85,17,55,"[0, 0, 0, 1, 0, -1, -1, 1, -1, 0, 1]","[0, 0, 0, 1, 0, 16, 16, 1, 16, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, -1, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[-4, -5, -7, 6, 5, 7, 0, 3, 2, 9, 7, 8, -7, 2, 8, -8, 0, -8, 1, 2, -5]","[0, 0, 0, 1, 0, 16, 16, 1, 16, 0, 1]",True,0.40390610694885254
0.5,0.25,11,21,1.85,17,56,"[1, -1, 1, 0, 0, 1, -1, -1, 0, 0, 0]","[1, 16, 1, 0, 0, 1, 16, 16, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-6, 0, 3, 5, 1, -6, 4, 3, 1, -8, -2, 7, -3, 2, -7, 7, -4, 2, 3, 5, -6]","[1, 16, 1, 0, 0, 1, 16, 16, 0, 0, 0]",True,0.3978698253631592
0.5,0.25,11,21,1.85,17,57,"[0, 1, -1, 1, -1, 0, -1, 0, 0, 1, 0]","[0, 1, 16, 1, 16, 0, 16, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 1]","[-1, -7, -6, -1, 8, 5, 5, 5, 5, 3, 4, -7, -6, 6, -1, 8, -4, -2, 0, -8, 1]","[0, 1, 16, 1, 16, 0, 16, 0, 0, 1, 0]",True,0.3996598720550537
0.5,0.25,11,21,1.85,17,58,"[0, -1, 0, 1, -1, -1, 0, 0, 0, 1, 1]","[0, 16, 0, 1, 16, 16, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, -1, 0, -1, 0, 0]","[2, 5, -4, -5, -2, -5, -7, -2, 7, 3, 5, 0, 0, -6, -1, 1, -3, -7, 9, -5, -4]","[0, 16, 0, 1, 16, 16, 0, 0, 0, 1, 1]",True,0.40689992904663086
0.5,0.25,11,21,1.85,17,59,"[1, -1, 0, 1, 1, 0, 0, 0, -1, -1, 0]","[1, 16, 0, 1, 1, 0, 0, 0, 16, 16, 0]","[0, 0, -1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, -1, 0, 1, 0, -1, 0, 1, 0]","[0, -7, -1, 7, 7, 2, 8, -4, 3, -8, -7, -3, 0, -7, -9, 1, -3, -6, -4, 5, 0]","[15, 13, 11, 1, 10, 1, 14, 10, 8, 4, 14]",False,0.3577442169189453
0.5,0.25,11,21,1.85,17,60,"[1, 0, 0, -1, 0, -1, 1, 0, 1, 0, -1]","[1, 0, 0, 16, 0, 16, 1, 0, 1, 0, 16]","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0]","[1, -6, 6, -8, 5, -3, 7, 7, -3, 6, 5, -2, 8, 7, 3, 8, 7, 1, -1, 2, -7]","[1, 0, 0, 16, 0, 16, 1, 0, 1, 0, 16]",True,0.3983488082885742
0.5,0.25,11,21,1.85,17,61,"[0, 1, 1, -1, 0, 0, -1, 0, -1, 0, 1]","[0, 1, 1, 16, 0, 0, 16, 0, 16, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, -1, 0, 0, 0, -1, 1, 1, 1]","[5, 4, 6, -4, 4, 1, -2, 3, 6, 4, 5, 0, 1, 6, -8, 0, -6, -3, -6, 4, -2]","[13, 1, 1, 13, 11, 0, 0, 11, 5, 7, 14]",False,0.44371771812438965
0.5,0.25,11,21,1.85,17,62,"[0, 0, 1, 1, 0, 1, 0, 0, -1, -1, -1]","[0, 0, 1, 1, 0, 1, 0, 0, 16, 16, 16]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, -1, -1, 1]","[-4, 6, 1, -6, -5, 5, 5, 8, 0, 7, 3, 1, -5, 4, -7, -2, 4, 3, -2, -5, -7]","[0, 0, 1, 1, 0, 1, 0, 0, 16, 16, 16]",True,0.4326059818267822
0.5,0.25,11,21,1.85,17,63,"[1, 1, 0, 1, 0, -1, -1, 0, 0, 0, -1]","[1, 1, 0, 1, 0, 16, 16, 0, 0, 0, 16]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, -1, 0, 1, 0, -1, 0, 0]","[-8, 6, -1, 8, -1, -3, 5, 1, -5, 4, -5, 2, 3, 4, 9, 8, 6, 0, 3, 2, -8]","[1, 1, 0, 1, 0, 16, 16, 0, 0, 0, 16]",True,0.3987739086151123
0.5,0.25,11,21,1.85,17,64,"[0, -1, 1, 0, 0, -1, 1, -1, 1, 0, 0]","[0, 16, 1, 0, 0, 16, 1, 16, 1, 0, 0]","[0, 0, 1, 1, -1, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, -1]","[1, 3, -3, -7, 1, 2, -5, 8, 8, -5, -5, 2, -8, 4, 8, 8, 1, -9, -2, 7, -5]","[0, 16, 1, 0, 0, 16, 1, 16, 1, 0, 0]",True,0.38502001762390137
0.5,0.25,11,21,1.85,17,65,"[1, 0, 0, 0, -1, 1, 0, -1, 0, 1, -1]","[1, 0, 0, 0, 16, 1, 0, 16, 0, 1, 16]","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, -1, 0, 0]","[-7, -7, 1, -7, -6, -8, -7, -5, -1, 0, -2, -2, 7, 5, 4, -2, 2, 5, -5, 5, -6]","[1, 0, 0, 0, 16, 1, 0, 16, 0, 1, 16]",True,0.4447610378265381
0.5,0.25,11,21,1.85,17,66,"[0, -1, -1, -1, 0, 0, 1, 0, 0, 1, 1]","[0, 16, 16, 16, 0, 0, 1, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[5, -6, -2, 2, -7, 2, -2, 5, 5, 7, 6, -5, -5, 4, -5, -2, 0, 3, -7, -7, -8]","[0, 16, 16, 16, 0, 0, 1, 0, 0, 1, 1]",True,0.3754291534423828
0.5,0.25,11,21,1.85,17,67,"[1, 1, 0, -1, 0, 1, -1, 0, 0, 0, -1]","[1, 1, 0, 16, 0, 1, 16, 0, 0, 0, 16]","[0, 0, 1, 0, 1, -1, 0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 6, 5, 4, -4, -5, 6, -8, 1, -8, -4, 3, -6, -2, 1, -5, 4, -5, -2, -3, -2]","[1, 1, 0, 16, 0, 1, 16, 0, 0, 0, 16]",True,0.38245511054992676
0.5,0.25,11,21,1.85,17,68,"[1, 0, 1, 1, 0, -1, 0, -1, -1, 0, 0]","[1, 0, 1, 1, 0, 16, 0, 16, 16, 0, 0]","[0, 0, 0, -1, -1, 0, 1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, 0, 0]","[-5, 4, -7, -7, 7, -2, -8, -5, -1, 3, -7, -4, -8, -3, -6, 4, -3, 6, -1, 0, -5]","[1, 0, 1, 1, 0, 16, 0, 16, 16, 0, 0]",True,0.4251058101654053
