omega,tau,n,m,c_ratio,q,seed,s_true_centered,s_true_mod_q,e_true,w_babai,s_hat_babai,babai_secret_success,elapsed_sec
0.5,0.25,14,24,1.65,17,181,"[-1, 0, -1, 1, 0, 1, 1, 0, 0, 1, -1, 0, 0, -1]","[16, 0, 16, 1, 0, 1, 1, 0, 0, 1, 16, 0, 0, 16]","[0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 3, -7, -1, 1, -2, 4, -1, 7, 3, -5, -3, 4, 4, 0, 5, -4, -6, -8, -4, -4, 1]","[16, 0, 16, 1, 0, 1, 1, 0, 0, 1, 16, 0, 0, 16]",True,0.7738690376281738
0.5,0.25,14,24,1.65,17,182,"[0, 0, 1, 0, 0, 0, -1, 1, 0, 1, -1, -1, -1, 1]","[0, 0, 1, 0, 0, 0, 16, 1, 0, 1, 16, 16, 16, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0]","[2, -5, 8, -2, -3, -8, 3, -8, -2, -2, -4, 7, 8, 0, -7, -6, 0, 2, 0, 3, 4, -8, -3, 4]","[0, 0, 1, 0, 0, 0, 16, 1, 0, 1, 16, 16, 16, 1]",True,0.7474942207336426
0.5,0.25,14,24,1.65,17,183,"[-1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, -1, -1, -1]","[16, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 16, 16, 16]","[1, 1, 1, -1, -1, 0, 0, 0, 0, 0, 1, -1, -1, 0, 0, 0, 1, -1, 0, 0, 0, 1, 0, 0]","[-4, -6, 11, 1, 4, -5, 3, -4, 6, 8, 0, -5, -1, 3, 0, -2, 3, 1, -2, 4, 0, -3, 4, -2]","[0, 10, 4, 1, 1, 13, 3, 3, 3, 15, 8, 3, 14, 5]",False,0.7092440128326416
0.5,0.25,14,24,1.65,17,184,"[-1, -1, 0, 0, -1, 1, 0, 1, 0, 0, 1, 1, 0, -1]","[16, 16, 0, 0, 16, 1, 0, 1, 0, 0, 1, 1, 0, 16]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, -1, 0, -1]","[5, 5, 0, 5, -5, 1, -9, 5, 5, 8, -7, -3, -4, 7, -9, -5, -1, 0, 8, 3, -7, 7, 1, -3]","[1, 13, 16, 12, 10, 12, 0, 12, 2, 5, 16, 12, 16, 5]",False,0.7319741249084473
0.5,0.25,14,24,1.65,17,185,"[1, 0, 1, 0, 0, -1, -1, 1, 1, -1, 0, -1, 0, 0]","[1, 0, 1, 0, 0, 16, 16, 1, 1, 16, 0, 16, 0, 0]","[-1, 1, 0, 0, 0, 0, 1, 0, -1, 1, -1, 0, -1, 0, 0, -1, 1, 0, 1, -1, 0, -1, 0, 0]","[4, 7, 7, -3, -8, -7, -2, 1, 6, 1, -1, -5, 1, -3, 4, 8, -1, 5, -2, 5, -1, -7, 8, 5]","[1, 0, 1, 0, 0, 16, 16, 1, 1, 16, 0, 16, 0, 0]",True,0.6651859283447266
0.5,0.25,14,24,1.65,17,186,"[0, 0, -1, 1, 0, 1, -1, 0, 0, 1, 0, -1, 1, -1]","[0, 0, 16, 1, 0, 1, 16, 0, 0, 1, 0, 16, 1, 16]","[1, 0, 0, 0, -1, -1, -1, 0, 0, 1, 0, 0, 0, 1, -1, 0, 0, 0, -1, -1, 0, 0, -1, 0]","[-4, -9, -7, 0, 7, -7, 2, 8, -8, 0, -1, 5, -7, 1, 3, -2, -6, 3, 3, 7, 3, 5, -9, 0]","[13, 9, 3, 0, 1, 14, 4, 12, 6, 7, 7, 15, 7, 15]",False,0.7526247501373291
0.5,0.25,14,24,1.65,17,187,"[0, 1, 1, -1, 0, -1, 0, -1, 0, 1, 1, 0, -1, 0]","[0, 1, 1, 16, 0, 16, 0, 16, 0, 1, 1, 0, 16, 0]","[-1, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, -1, 0, 0, -1]","[1, -2, 7, -5, 0, 6, 2, -6, 2, 1, 3, -6, 7, -7, 3, 3, -3, -3, 5, -7, 3, 8, -1, 4]","[0, 1, 1, 16, 0, 16, 0, 16, 0, 1, 1, 0, 16, 0]",True,0.8230600357055664
0.5,0.25,14,24,1.65,17,188,"[0, 0, -1, 0, 0, -1, 0, 1, 1, 1, 0, -1, 1, -1]","[0, 0, 16, 0, 0, 16, 0, 1, 1, 1, 0, 16, 1, 16]","[0, 0, 0, 1, 0, 0, 0, 0, 0, -1, 1, -1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, -1]","[-4, 3, 4, -3, -6, -5, -2, 2, 5, -1, 5, 2, 7, 2, 3, -2, 7, 2, -8, 7, -6, -4, 5, -5]","[0, 0, 16, 0, 0, 16, 0, 1, 1, 1, 0, 16, 1, 16]",True,0.7295033931732178
0.5,0.25,14,24,1.65,17,189,"[-1, 1, 1, 1, 0, -1, -1, 0, 0, 1, 0, 0, 0, -1]","[16, 1, 1, 1, 0, 16, 16, 0, 0, 1, 0, 0, 0, 16]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, -1, 0, -1]","[-1, 2, -7, 4, -1, -7, -8, -2, -4, 5, 5, -2, -3, -5, 1, -4, 0, -6, 3, 1, -6, 5, 3, 4]","[16, 1, 1, 1, 0, 16, 16, 0, 0, 1, 0, 0, 0, 16]",True,0.6840150356292725
0.5,0.25,14,24,1.65,17,190,"[-1, 0, 1, -1, -1, 0, 1, 0, 0, 0, 0, 1, 1, -1]","[16, 0, 1, 16, 16, 0, 1, 0, 0, 0, 0, 1, 1, 16]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, 1, 1, 0, 0, 0, 0, 1, -1, 0, 0, 0]","[1, 6, -8, 3, 0, -6, -5, 5, -4, -1, -5, -5, 5, 0, 6, -3, 0, -2, -3, 1, -5, -5, -6, -1]","[16, 0, 1, 16, 16, 0, 1, 0, 0, 0, 0, 1, 1, 16]",True,0.7308259010314941
0.5,0.25,14,24,1.65,17,191,"[1, -1, -1, 1, 0, 0, 1, 0, 0, 0, -1, 1, 0, -1]","[1, 16, 16, 1, 0, 0, 1, 0, 0, 0, 16, 1, 0, 16]","[0, 0, -1, 0, 0, 0, -1, 0, -1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]","[4, -6, 9, -6, 2, 6, -1, 8, -5, 7, 7, 4, 3, 7, -4, -5, -5, 1, 6, 3, -5, 4, 6, 0]","[1, 16, 16, 1, 0, 0, 1, 0, 0, 0, 16, 1, 0, 16]",True,0.8488409519195557
0.5,0.25,14,24,1.65,17,192,"[-1, 1, 0, -1, 0, 0, 1, 1, 1, -1, 0, 0, 0, -1]","[16, 1, 0, 16, 0, 0, 1, 1, 1, 16, 0, 0, 0, 16]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, -1, 0, 0]","[6, -4, 0, -8, 0, 6, -8, 2, 3, -7, 7, 10, 1, 3, 8, 1, -5, -8, -5, -4, 2, -2, 0, -8]","[16, 8, 15, 14, 7, 13, 14, 1, 4, 7, 0, 4, 16, 10]",False,0.7134051322937012
0.5,0.25,14,24,1.65,17,193,"[-1, 1, 0, 0, 1, 1, 0, 1, 0, 0, -1, -1, 0, -1]","[16, 1, 0, 0, 1, 1, 0, 1, 0, 0, 16, 16, 0, 16]","[0, 0, 1, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 1, 0]","[-8, 0, 4, -8, -5, -3, 7, -2, -4, 3, -1, 2, -7, 4, -5, 1, 2, 8, -1, -7, 5, 8, -9, -7]","[16, 1, 0, 0, 1, 1, 0, 1, 0, 0, 16, 16, 0, 16]",True,0.6942319869995117
0.5,0.25,14,24,1.65,17,194,"[-1, 1, -1, 1, -1, 0, 0, 0, 0, 1, 1, 0, 0, -1]","[16, 1, 16, 1, 16, 0, 0, 0, 0, 1, 1, 0, 0, 16]","[-1, -1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 1, 0, 0, 0]","[1, -3, -5, -7, 0, -4, 1, 7, -2, 6, 1, -1, -1, 4, -6, -5, 6, -7, -4, -7, -3, 4, -4, 4]","[16, 1, 16, 1, 16, 0, 0, 0, 0, 1, 1, 0, 0, 16]",True,0.6780228614807129
0.5,0.25,14,24,1.65,17,195,"[0, -1, 0, -1, 0, -1, 0, -1, 0, 0, 1, 1, 1, 1]","[0, 16, 0, 16, 0, 16, 0, 16, 0, 0, 1, 1, 1, 1]","[1, 0, 0, 0, 0, 0, 1, -1, 0, 0, 0, -1, -1, 0, 0, 0, -1, 0, 0, 0, 0, -1, 0, 0]","[-1, -5, -7, 6, -9, -9, -2, 11, -8, 3, 4, 4, 2, 6, 3, 6, -4, 3, -1, -7, 2, -2, 2, 5]","[9, 11, 0, 6, 13, 5, 10, 9, 3, 4, 13, 13, 12, 13]",False,0.6712267398834229
0.5,0.25,14,24,1.65,17,196,"[0, -1, 1, 1, 1, -1, 0, -1, 0, 1, 0, 0, 0, -1]","[0, 16, 1, 1, 1, 16, 0, 16, 0, 1, 0, 0, 0, 16]","[0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 1, -1, -1, 0, 0, 0, 0, 0]","[6, 0, -1, 8, 7, 0, -1, 5, -1, -1, -2, -7, -2, -3, 1, -6, 2, -5, -1, -8, -3, -8, 7, 0]","[0, 16, 1, 1, 1, 16, 0, 16, 0, 1, 0, 0, 0, 16]",True,0.7420511245727539
0.5,0.25,14,24,1.65,17,197,"[0, 0, 1, -1, 1, -1, 0, -1, 1, 0, -1, 0, 1, 0]","[0, 0, 1, 16, 1, 16, 0, 16, 1, 0, 16, 0, 1, 0]","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, -1, -1, 1, 1, 0]","[-2, 9, 7, -5, -5, 7, -3, -1, 3, -2, 1, 9, 10, 9, 8, 3, 1, 3, 5, -1, -4, -8, 6, 2]","[12, 5, 15, 8, 4, 9, 1, 13, 9, 3, 6, 14, 9, 4]",False,0.7688169479370117
0.5,0.25,14,24,1.65,17,198,"[1, 0, 1, 0, 0, -1, 0, -1, 1, -1, -1, 1, 0, 0]","[1, 0, 1, 0, 0, 16, 0, 16, 1, 16, 16, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, -1, -1]","[-3, -1, -4, 6, 4, -6, -4, 2, -1, -6, -4, 0, -5, 0, 6, 6, 8, 2, 7, 5, -7, -3, 7, 8]","[7, 9, 4, 12, 9, 16, 11, 16, 4, 9, 3, 8, 3, 3]",False,0.8678901195526123
0.5,0.25,14,24,1.65,17,199,"[0, 0, 1, 0, 1, 0, 1, -1, 0, -1, -1, -1, 0, 1]","[0, 0, 1, 0, 1, 0, 1, 16, 0, 16, 16, 16, 0, 1]","[0, 0, 0, 0, 0, -1, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 8, 5, 0, 6, 9, 0, -1, -1, -2, -2, -6, 4, -7, -5, -7, -7, -8, 4, -4, -3, -8, -6, -2]","[0, 0, 1, 0, 1, 0, 1, 16, 0, 16, 16, 16, 0, 1]",True,0.8309049606323242
0.5,0.25,14,25,1.75,17,0,"[0, 1, 1, 0, 0, -1, -1, 1, 0, 1, 0, -1, -1, 0]","[0, 1, 1, 0, 0, 16, 16, 1, 0, 1, 0, 16, 16, 0]","[0, 1, 0, 0, 0, 0, 0, -1, 1, 0, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, -1, 0, 0, 0]","[7, -7, -4, 8, 4, 4, -2, 3, -7, 1, 8, -3, 6, 3, -7, 5, 0, 8, -5, -2, -6, -5, -2, 8, -1]","[0, 1, 1, 0, 0, 16, 16, 1, 0, 1, 0, 16, 16, 0]",True,0.9951760768890381
0.5,0.25,14,25,1.75,17,1,"[-1, 0, -1, 0, 1, -1, 0, 1, 0, 1, 0, 0, -1, 1]","[16, 0, 16, 0, 1, 16, 0, 1, 0, 1, 0, 0, 16, 1]","[0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, 0]","[-8, -3, -3, -7, -3, -7, -7, -2, -6, -3, -5, 6, -1, 2, 0, 7, 6, -4, 7, -7, -5, -6, 2, 3, 0]","[16, 0, 16, 0, 1, 16, 0, 1, 0, 1, 0, 0, 16, 1]",True,0.7764151096343994
0.5,0.25,14,25,1.75,17,2,"[-1, -1, 0, 0, 0, 1, 1, 0, 1, -1, 0, 1, -1, 0]","[16, 16, 0, 0, 0, 1, 1, 0, 1, 16, 0, 1, 16, 0]","[1, -1, 0, 0, 1, 0, 0, 0, -1, 0, -1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[-7, 0, 5, -6, -1, -8, -7, 6, -7, -5, -3, 0, 8, 7, -9, 3, 0, 7, -1, 4, -8, 3, -8, -8, 3]","[16, 16, 0, 0, 0, 1, 1, 0, 1, 16, 0, 1, 16, 0]",True,0.783012866973877
0.5,0.25,14,25,1.75,17,3,"[0, 0, -1, 1, 1, 1, 1, -1, 0, -1, 0, -1, 0, 0]","[0, 0, 16, 1, 1, 1, 1, 16, 0, 16, 0, 16, 0, 0]","[-1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, -1]","[-3, 5, 0, -2, -1, -4, 4, -8, -8, 0, 0, 8, 8, 5, 3, -3, 2, 6, 2, 8, 1, 7, 5, 2, -6]","[0, 0, 16, 1, 1, 1, 1, 16, 0, 16, 0, 16, 0, 0]",True,0.7997570037841797
0.5,0.25,14,25,1.75,17,4,"[-1, -1, 1, 0, 0, -1, 0, -1, 1, 0, 0, 1, 0, 1]","[16, 16, 1, 0, 0, 16, 0, 16, 1, 0, 0, 1, 0, 1]","[0, 0, -1, 0, 0, -1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, -1]","[-4, -4, -2, 2, -7, -6, 6, -6, 4, -2, 0, -5, -10, -1, -2, -4, 2, -6, 2, 0, 8, -2, 8, 7, 5]","[8, 13, 3, 14, 13, 16, 3, 11, 9, 8, 6, 11, 15, 3]",False,0.8992588520050049
0.5,0.25,14,25,1.75,17,5,"[-1, 0, -1, -1, 0, 1, 0, 1, 0, 0, 1, 1, -1, 0]","[16, 0, 16, 16, 0, 1, 0, 1, 0, 0, 1, 1, 16, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, -1, 1, 0, 0, -1, -1, 0, 0, 0, 1, 1, 0]","[6, -2, -3, -7, 6, -5, -8, -3, 5, 4, 6, 0, 7, -3, -9, -2, -1, 8, -2, -5, -7, 7, 5, -6, -1]","[16, 0, 16, 16, 0, 1, 0, 1, 0, 0, 1, 1, 16, 0]",True,0.8791019916534424
0.5,0.25,14,25,1.75,17,6,"[-1, 1, 1, -1, 0, -1, 0, -1, 0, 0, 0, 0, 1, 1]","[16, 1, 1, 16, 0, 16, 0, 16, 0, 0, 0, 0, 1, 1]","[0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0]","[-6, 6, 4, 1, 5, -6, 1, -6, -5, -6, -3, 1, -1, -2, 1, -3, 8, 7, -6, -7, 1, -8, -4, -3, 1]","[16, 1, 1, 16, 0, 16, 0, 16, 0, 0, 0, 0, 1, 1]",True,0.8002030849456787
0.5,0.25,14,25,1.75,17,7,"[-1, 0, 0, 1, -1, 0, 0, 1, 0, 1, -1, 1, 0, -1]","[16, 0, 0, 1, 16, 0, 0, 1, 0, 1, 16, 1, 0, 16]","[-1, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, 1, 0, 0, 0, 0, 0, 0, -1, 0, 1, 0, -1, 0, 0]","[9, -3, 7, -5, 5, -2, -10, 1, 4, -3, -3, -1, 8, 7, -6, -5, 3, 0, -4, -6, 6, 0, -6, -3, 3]","[10, 14, 8, 2, 10, 10, 13, 11, 3, 5, 1, 10, 5, 4]",False,0.9085299968719482
0.5,0.25,14,25,1.75,17,8,"[0, 1, 1, 0, -1, 1, 0, 0, -1, 1, -1, 0, 0, -1]","[0, 1, 1, 0, 16, 1, 0, 0, 16, 1, 16, 0, 0, 16]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, -1, -1, -1, 0, 0, -1, -1, 0, 0, 0, 0, 1, 0, 0]","[9, 7, -2, 2, -8, 5, -2, 2, 5, -8, 9, 8, 4, 4, 3, 7, -7, 1, -8, -1, -3, -7, -3, 5, 6]","[7, 12, 1, 3, 14, 2, 15, 0, 14, 10, 7, 13, 12, 16]",False,0.970634937286377
0.5,0.25,14,25,1.75,17,9,"[1, -1, 1, 0, 1, -1, 0, -1, 0, 1, -1, 0, 0, 0]","[1, 16, 1, 0, 1, 16, 0, 16, 0, 1, 16, 0, 0, 0]","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[1, 2, 7, -1, 2, 4, -7, 8, 7, 0, -4, 4, 2, 2, 3, 0, 6, -3, 2, 4, 1, 3, 1, 0, -2]","[1, 16, 1, 0, 1, 16, 0, 16, 0, 1, 16, 0, 0, 0]",True,1.0279176235198975
0.5,0.25,14,25,1.75,17,10,"[1, 0, 0, 0, 0, -1, 0, 0, 1, -1, -1, 1, -1, 1]","[1, 0, 0, 0, 0, 16, 0, 0, 1, 16, 16, 1, 16, 1]","[0, 0, 0, -1, 0, 0, 1, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[-7, -3, -2, 7, 1, 2, 3, 1, -2, -2, 4, -5, 6, -3, -5, 2, 2, -7, -5, -2, 2, -5, 4, 7, -2]","[1, 0, 0, 0, 0, 16, 0, 0, 1, 16, 16, 1, 16, 1]",True,0.8368821144104004
0.5,0.25,14,25,1.75,17,11,"[0, -1, 1, 0, -1, -1, 0, 1, 1, -1, 0, 1, 0, 0]","[0, 16, 1, 0, 16, 16, 0, 1, 1, 16, 0, 1, 0, 0]","[0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, -1, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-5, -5, 8, -5, 0, 2, 5, 0, -6, -3, -3, 2, 1, 6, 3, -8, 6, -6, -2, 1, 5, -8, 1, -3, 1]","[0, 16, 1, 0, 16, 16, 0, 1, 1, 16, 0, 1, 0, 0]",True,0.8110790252685547
0.5,0.25,14,25,1.75,17,12,"[1, -1, 1, 1, 0, 0, 0, -1, -1, 0, 1, 0, 0, -1]","[1, 16, 1, 1, 0, 0, 0, 16, 16, 0, 1, 0, 0, 16]","[0, -1, 0, 0, 0, 0, 1, -1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, -1, 1, 0]","[4, 5, 5, -6, 5, -4, -7, 4, 1, 3, -7, 8, 4, 4, -2, -7, 0, 8, 6, -2, 6, 5, -9, -5, 1]","[7, 10, 6, 1, 10, 14, 14, 14, 7, 5, 9, 11, 11, 10]",False,0.933729887008667
0.5,0.25,14,25,1.75,17,13,"[0, -1, 0, 1, 0, 1, 1, -1, 0, 1, -1, 0, -1, 0]","[0, 16, 0, 1, 0, 1, 1, 16, 0, 1, 16, 0, 16, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, -1, 0, 0, 0, 0, 0, 1, -1, 0, -1, 0]","[3, -9, -6, -4, 4, 4, -5, 5, -8, -1, 6, 0, -1, -3, -5, 3, -3, 6, -8, -5, -6, 5, 2, 3, 0]","[14, 1, 11, 16, 15, 2, 4, 16, 13, 11, 14, 1, 11, 2]",False,0.839540958404541
0.5,0.25,14,25,1.75,17,14,"[-1, 0, 1, 0, 0, -1, 1, -1, 1, 0, 0, -1, 1, 0]","[16, 0, 1, 0, 0, 16, 1, 16, 1, 0, 0, 16, 1, 0]","[0, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 0, 1, 0, -1, -1, 0, 0, 0]","[5, 4, 0, -2, 2, 9, 7, 0, 1, 5, 5, -2, 4, 5, -4, -4, 3, 8, 1, -5, 2, 6, 0, 8, -7]","[16, 8, 14, 10, 11, 7, 15, 4, 3, 14, 1, 4, 4, 1]",False,0.7403249740600586
0.5,0.25,14,25,1.75,17,15,"[1, 0, -1, 1, 0, -1, -1, 1, 1, 0, 0, -1, 0, 0]","[1, 0, 16, 1, 0, 16, 16, 1, 1, 0, 0, 16, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[-3, 6, -8, 7, 0, 1, 7, -3, -2, 4, -5, -6, -3, 5, 3, 6, -5, -1, 8, 6, 4, -5, -1, -3, -7]","[1, 0, 16, 1, 0, 16, 16, 1, 1, 0, 0, 16, 0, 0]",True,0.8287129402160645
0.5,0.25,14,25,1.75,17,16,"[-1, 0, 1, 0, -1, 0, 0, 1, -1, 1, 0, 0, -1, 1]","[16, 0, 1, 0, 16, 0, 0, 1, 16, 1, 0, 0, 16, 1]","[0, 0, 0, -1, 0, 0, 0, -1, 0, -1, -1, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, 0, -1, -1, 0]","[0, 2, 6, -4, 7, 3, 2, 8, -3, -2, -6, -7, 0, 3, -3, 2, -7, 6, 4, -1, 0, -1, 2, 4, 6]","[7, 5, 13, 12, 10, 9, 0, 11, 9, 16, 2, 10, 12, 1]",False,1.008796215057373
0.5,0.25,14,25,1.75,17,17,"[-1, -1, 0, 0, 1, 1, 0, 0, 1, 0, 0, -1, -1, 1]","[16, 16, 0, 0, 1, 1, 0, 0, 1, 0, 0, 16, 16, 1]","[-1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, -1, 0, 0, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0]","[-8, 6, -6, -4, 0, -8, -5, 6, 1, 8, 6, 3, 2, -2, 5, -5, -1, 6, -6, -5, -5, -7, -1, 5, 1]","[15, 7, 11, 2, 10, 8, 2, 8, 5, 15, 16, 2, 11, 5]",False,0.7064158916473389
0.5,0.25,14,25,1.75,17,18,"[-1, 0, 0, -1, 1, 0, 1, -1, 1, 0, 0, 0, 1, -1]","[16, 0, 0, 16, 1, 0, 1, 16, 1, 0, 0, 0, 1, 16]","[0, 0, 0, 1, 1, 1, 0, -1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0]","[7, 1, 8, -5, -3, -8, 2, 7, -7, -9, -6, 3, 6, -6, -4, -6, -1, -4, -8, 0, -8, 2, 0, 4, -8]","[16, 0, 0, 16, 1, 0, 1, 16, 1, 0, 0, 0, 1, 16]",True,0.8424859046936035
0.5,0.25,14,25,1.75,17,19,"[-1, -1, 0, 0, 0, 1, 1, 1, -1, 0, 0, 0, 1, -1]","[16, 16, 0, 0, 0, 1, 1, 1, 16, 0, 0, 0, 1, 16]","[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0, 0]","[-2, 4, -7, -8, 8, -7, -5, 3, 3, -3, 1, 0, -7, 1, -6, 1, -1, 3, -4, -1, -5, -6, 5, 7, 7]","[16, 16, 0, 0, 0, 1, 1, 1, 16, 0, 0, 0, 1, 16]",True,0.8951570987701416
0.5,0.25,14,25,1.75,17,20,"[0, -1, -1, 0, 0, 0, 1, -1, 0, 1, 1, 1, 0, -1]","[0, 16, 16, 0, 0, 0, 1, 16, 0, 1, 1, 1, 0, 16]","[0, 0, 0, 0, 0, 1, -1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, -1, 0, 1, 0, 0, 0, 1, 0]","[-2, 4, -2, 7, 8, 4, 6, 8, 2, 5, 4, 7, 7, 3, -2, 2, -1, 2, 7, -3, -3, 2, 2, -3, 0]","[4, 0, 4, 15, 7, 6, 15, 2, 16, 16, 14, 10, 16, 13]",False,1.002533197402954
0.5,0.25,14,25,1.75,17,21,"[-1, 1, 1, 0, 1, 0, 0, 1, -1, 0, 0, -1, 0, -1]","[16, 1, 1, 0, 1, 0, 0, 1, 16, 0, 0, 16, 0, 16]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0]","[-6, 0, 1, 7, -2, -4, 0, -2, -6, 1, 8, -3, -4, 1, 2, -1, 4, -8, -7, 6, -4, 5, 3, -7, -8]","[16, 1, 1, 0, 1, 0, 0, 1, 16, 0, 0, 16, 0, 16]",True,0.6747870445251465
0.5,0.25,14,25,1.75,17,22,"[-1, -1, 1, 0, 1, 0, 1, -1, 0, 0, 1, -1, 0, 0]","[16, 16, 1, 0, 1, 0, 1, 16, 0, 0, 1, 16, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, -1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 8, -8, -1, -3, -4, 7, -5, 4, 3, 4, -3, -9, 2, -7, 5, 1, -7, 2, 7, 4, 5, -8, 5, 5]","[16, 16, 1, 0, 1, 0, 1, 16, 0, 0, 1, 16, 0, 0]",True,0.8115708827972412
0.5,0.25,14,25,1.75,17,23,"[1, 0, 0, 1, -1, 0, 0, 0, 1, 1, -1, 0, -1, -1]","[1, 0, 0, 1, 16, 0, 0, 0, 1, 1, 16, 0, 16, 16]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, -1, 0, 0, 0]","[-2, 2, -4, 1, 1, 6, -5, 8, 2, -1, -6, -4, -1, -1, 6, 7, -4, -3, 0, 4, 5, 8, 6, 7, -7]","[1, 0, 0, 1, 16, 0, 0, 0, 1, 1, 16, 0, 16, 16]",True,0.7703540325164795
0.5,0.25,14,25,1.75,17,24,"[1, 1, -1, 1, -1, 0, -1, 0, 0, -1, 0, 0, 0, 1]","[1, 1, 16, 1, 16, 0, 16, 0, 0, 16, 0, 0, 0, 1]","[0, 0, 0, 0, 0, -1, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, -1, 1, 0, 0]","[-5, 7, -3, -2, 6, 0, -8, 6, 3, 1, 3, -4, -5, 6, -1, 1, 3, 0, -8, 8, 5, -6, -2, 8, -2]","[1, 1, 16, 1, 16, 0, 16, 0, 0, 16, 0, 0, 0, 1]",True,0.7419109344482422
